"max_depth","iter","train_auc_mean","test_auc_mean"
1,149,0.7981966,0.797809
1,150,0.7982144,0.797826
1,151,0.7982366,0.7978662
1,152,0.7982644,0.7978926
1,153,0.7982952,0.7979212
1,154,0.798318,0.79795
1,155,0.7983482,0.7979882
1,156,0.7983714,0.798014
1,157,0.7983946,0.7980278
1,158,0.7984044,0.7980356
1,159,0.7984266,0.7980484
1,160,0.7984414,0.7980742
1,161,0.798478,0.7981138
1,162,0.7984994,0.7981428
1,163,0.7985186,0.7981552
1,164,0.7985356,0.7981696
1,165,0.7985594,0.798188
1,166,0.798576,0.7982168
1,167,0.7985938,0.7982276
1,168,0.7986134,0.7982472
1,169,0.7986262,0.7982604
1,170,0.7986358,0.7982662
1,171,0.7986656,0.7982978
1,172,0.7986804,0.7983074
1,173,0.7986894,0.7983064
1,174,0.7987096,0.7983314
1,175,0.7987106,0.798334
1,176,0.7987222,0.7983454
1,177,0.7987232,0.7983536
1,178,0.7987396,0.7983634
1,179,0.7987594,0.7983872
1,180,0.7987822,0.7984126
1,181,0.7988094,0.7984414
1,182,0.7988222,0.798464
1,183,0.798847,0.7984778
1,184,0.7988596,0.7984848
1,185,0.7988806,0.7985066
1,186,0.798894,0.798514
1,187,0.7989104,0.79854
1,188,0.7989292,0.798561
1,189,0.7989388,0.7985652
1,190,0.7989574,0.7985786
1,191,0.7989758,0.7986072
1,192,0.798985,0.7986312
1,193,0.798998,0.798627
1,194,0.7990082,0.7986398
1,195,0.7990178,0.7986434
1,196,0.799039,0.798659
1,197,0.7990426,0.7986694
1,198,0.7990548,0.7986798
1,199,0.7990618,0.7986818
1,200,0.7990814,0.7987034
1,201,0.7990924,0.7987168
1,202,0.7991092,0.7987304
1,203,0.799134,0.7987556
1,204,0.7991484,0.798763
1,205,0.7991562,0.7987744
1,206,0.7991678,0.7987876
1,207,0.7991818,0.7988
1,208,0.7991922,0.798813
1,209,0.7992058,0.7988248
1,210,0.799226,0.7988454
1,211,0.799231,0.7988482
1,212,0.7992442,0.7988656
1,213,0.7992592,0.7988828
1,214,0.7992708,0.7988916
1,215,0.7992806,0.798904
1,216,0.7992922,0.7989178
1,217,0.7992944,0.798918
1,218,0.7992916,0.7989168
1,219,0.7993126,0.7989356
1,220,0.7993184,0.7989366
1,221,0.7993194,0.7989396
1,222,0.7993214,0.7989404
1,223,0.7993368,0.7989536
1,224,0.7993448,0.7989636
1,225,0.7993532,0.7989784
1,226,0.799368,0.7989872
1,227,0.7993796,0.798996
1,228,0.7993966,0.7990116
1,229,0.7994072,0.7990306
1,230,0.7994136,0.799044
1,231,0.7994196,0.7990514
1,232,0.7994298,0.799062
1,233,0.7994468,0.7990754
1,234,0.7994566,0.7990906
1,235,0.7994644,0.7990976
1,236,0.7994804,0.7991156
1,237,0.7994866,0.7991148
1,238,0.799495,0.799121
1,239,0.7995048,0.7991302
1,240,0.7995178,0.7991418
1,241,0.7995282,0.7991472
1,242,0.7995336,0.7991584
1,243,0.7995478,0.7991716
1,244,0.7995534,0.7991716
1,245,0.7995638,0.79918
1,246,0.7995754,0.7991988
1,247,0.7995832,0.7992126
1,248,0.7995904,0.7992216
1,249,0.7996002,0.799232
1,250,0.7996116,0.7992454
1,251,0.7996192,0.7992554
1,252,0.7996286,0.7992592
1,253,0.7996422,0.7992734
1,254,0.7996494,0.799278
1,255,0.7996564,0.7992814
1,256,0.7996622,0.799283
1,257,0.7996696,0.799286
1,258,0.7996718,0.7992912
1,259,0.7996804,0.7993016
1,260,0.7996904,0.7993078
1,261,0.7997042,0.7993186
1,262,0.7997122,0.7993314
1,263,0.7997168,0.799334
1,264,0.7997192,0.799336
1,265,0.7997308,0.7993474
1,266,0.7997432,0.7993564
1,267,0.7997468,0.7993626
1,268,0.799747,0.799362
1,269,0.7997554,0.7993714
1,270,0.799755,0.799371
1,271,0.7997644,0.7993756
1,272,0.7997636,0.7993782
1,273,0.7997748,0.799381
1,274,0.7997818,0.7993838
1,275,0.79979,0.7993982
1,276,0.7997912,0.799406
1,277,0.799794,0.7994026
1,278,0.7998,0.799408
1,279,0.7998036,0.7994116
1,280,0.7998112,0.7994208
1,281,0.799819,0.7994252
1,282,0.7998288,0.7994354
1,283,0.7998328,0.7994436
1,284,0.7998378,0.7994518
1,285,0.7998454,0.7994616
1,286,0.79985,0.7994674
1,287,0.7998558,0.7994692
1,288,0.799865,0.7994742
1,289,0.7998692,0.7994876
1,290,0.7998772,0.7994956
1,291,0.799884,0.7994992
1,292,0.7998912,0.799505
1,293,0.7999,0.7995142
1,294,0.7999024,0.7995098
1,295,0.799904,0.7995178
1,296,0.799912,0.799522
1,297,0.7999192,0.799527
1,298,0.799925,0.7995348
1,299,0.7999284,0.7995374
1,300,0.7999368,0.7995456
1,301,0.7999434,0.7995514
1,302,0.7999498,0.7995644
1,303,0.7999594,0.7995654
1,304,0.7999674,0.799571
1,305,0.7999712,0.7995724
1,306,0.799973,0.7995712
1,307,0.7999778,0.7995806
1,308,0.799981,0.7995848
1,309,0.7999904,0.7995934
1,310,0.7999982,0.799595
1,311,0.7999998,0.7995992
1,312,0.800003,0.7995992
1,313,0.8000104,0.7996022
1,314,0.8000128,0.7996056
1,315,0.8000174,0.799608
1,316,0.8000246,0.799618
1,317,0.8000302,0.7996314
1,318,0.8000368,0.7996356
1,319,0.8000404,0.799645
1,320,0.800049,0.799651
1,321,0.800055,0.7996546
1,322,0.80006,0.7996584
1,323,0.800061,0.7996612
1,324,0.8000672,0.7996658
1,325,0.8000618,0.7996574
1,326,0.800065,0.7996622
1,327,0.8000752,0.7996702
1,328,0.8000722,0.7996704
1,329,0.8000766,0.7996776
1,330,0.8000822,0.799685
1,331,0.8000868,0.7996882
1,332,0.800092,0.7996916
1,333,0.8000956,0.7996942
1,334,0.8001026,0.7997024
1,335,0.8001064,0.7997042
1,336,0.8001094,0.7997048
1,337,0.8001138,0.7997058
1,338,0.8001172,0.7997124
1,339,0.8001236,0.7997172
1,340,0.800127,0.7997182
1,341,0.800132,0.7997258
1,342,0.8001352,0.7997314
1,343,0.800143,0.7997372
1,344,0.8001464,0.7997396
1,345,0.8001464,0.7997438
1,346,0.8001516,0.7997394
1,347,0.8001556,0.7997446
1,348,0.8001598,0.7997532
1,349,0.8001642,0.799756
1,350,0.80017,0.7997596
1,351,0.8001756,0.7997664
1,352,0.8001786,0.7997718
1,353,0.800182,0.7997794
1,354,0.800183,0.799779
1,355,0.800186,0.7997836
1,356,0.8001896,0.7997832
1,357,0.8001948,0.7997922
1,358,0.8001986,0.799797
1,359,0.800203,0.7997974
1,360,0.800208,0.7998002
1,361,0.8002106,0.7998024
1,362,0.8002146,0.799803
1,363,0.8002192,0.7998058
1,364,0.8002244,0.7998116
1,365,0.8002304,0.799815
1,366,0.8002342,0.7998178
1,367,0.8002364,0.7998172
1,368,0.8002446,0.7998236
1,369,0.8002482,0.7998276
1,370,0.800251,0.799824
1,371,0.800253,0.7998244
1,372,0.8002576,0.7998276
1,373,0.8002592,0.799835
1,374,0.8002608,0.7998414
1,375,0.8002658,0.7998426
1,376,0.800267,0.7998424
1,377,0.800271,0.7998468
1,378,0.8002746,0.7998498
1,379,0.8002794,0.7998496
1,380,0.8002834,0.799853
1,381,0.8002836,0.7998512
1,382,0.8002872,0.799855
1,383,0.8002922,0.7998608
1,384,0.8002952,0.7998616
1,385,0.8003,0.799866
1,386,0.800305,0.799867
1,387,0.8003034,0.799866
1,388,0.8003056,0.7998706
1,389,0.8003108,0.7998746
1,390,0.8003152,0.799877
1,391,0.8003174,0.799881
1,392,0.800319,0.7998838
1,393,0.8003198,0.7998842
1,394,0.800323,0.799888
1,395,0.8003262,0.7998946
1,396,0.8003312,0.7998958
1,397,0.8003344,0.7998984
1,398,0.800336,0.7999012
1,399,0.8003378,0.799905
1,400,0.800342,0.7999072
1,401,0.8003428,0.799905
1,402,0.8003454,0.7999086
1,403,0.800349,0.7999084
1,404,0.8003496,0.7999074
1,405,0.8003542,0.7999076
1,406,0.8003574,0.7999128
1,407,0.8003596,0.7999188
1,408,0.8003622,0.7999228
1,409,0.8003648,0.7999236
1,410,0.8003672,0.7999286
1,411,0.8003718,0.799933
1,412,0.8003756,0.7999346
1,413,0.800381,0.7999422
1,414,0.8003802,0.7999396
1,415,0.8003864,0.7999472
1,416,0.80039,0.7999504
1,417,0.8003936,0.7999516
1,418,0.8003954,0.7999512
1,419,0.8003972,0.7999514
1,420,0.800402,0.799954
1,421,0.800405,0.7999554
1,422,0.8004064,0.7999608
1,423,0.8004086,0.799964
1,424,0.800413,0.7999678
1,425,0.8004152,0.7999692
1,426,0.800419,0.7999712
1,427,0.8004226,0.7999732
1,428,0.8004258,0.7999762
1,429,0.8004292,0.7999768
1,430,0.8004306,0.7999818
1,431,0.8004346,0.7999842
1,432,0.8004394,0.7999878
1,433,0.8004412,0.7999888
1,434,0.8004426,0.799995
1,435,0.8004458,0.7999978
1,436,0.8004506,0.8000004
1,437,0.8004522,0.8000054
1,438,0.8004564,0.8000058
1,439,0.8004622,0.8000078
1,440,0.8004624,0.8000102
1,441,0.8004654,0.8000114
1,442,0.8004664,0.8000148
1,443,0.8004688,0.800015
1,444,0.8004696,0.8000148
1,445,0.8004714,0.8000182
1,446,0.800474,0.8000196
1,447,0.800477,0.8000174
1,448,0.8004798,0.8000192
1,449,0.8004824,0.8000232
1,450,0.8004846,0.8000268
1,451,0.8004876,0.8000294
1,452,0.8004898,0.8000326
1,453,0.8004948,0.800034
1,454,0.8004948,0.8000364
1,455,0.8004988,0.8000414
1,456,0.8004998,0.8000418
1,457,0.8005016,0.8000422
1,458,0.8005058,0.8000472
1,459,0.8005082,0.8000476
1,460,0.8005116,0.8000462
1,461,0.8005096,0.800047
1,462,0.8005136,0.8000488
1,463,0.8005164,0.8000542
1,464,0.8005162,0.8000504
1,465,0.8005176,0.800049
1,466,0.8005216,0.8000518
1,467,0.8005228,0.800053
1,468,0.8005258,0.8000534
1,469,0.8005296,0.800059
1,470,0.800534,0.8000588
1,471,0.800535,0.8000602
1,472,0.8005368,0.8000638
1,473,0.800539,0.800068
1,474,0.800537,0.8000678
1,475,0.8005396,0.8000698
1,476,0.8005412,0.8000706
1,477,0.8005424,0.800072
1,478,0.8005442,0.8000756
1,479,0.800547,0.8000764
1,480,0.80055,0.8000802
1,481,0.8005522,0.8000826
1,482,0.8005556,0.8000816
1,483,0.8005568,0.8000834
1,484,0.8005594,0.8000842
1,485,0.8005606,0.8000838
1,486,0.8005652,0.8000892
1,487,0.8005654,0.8000908
1,488,0.8005676,0.8000904
1,489,0.80057,0.8000914
1,490,0.8005726,0.8000936
1,491,0.8005742,0.8000942
1,492,0.800576,0.8000986
1,493,0.8005788,0.8000988
1,494,0.8005814,0.8001046
1,495,0.8005826,0.8001062
1,496,0.8005832,0.800105
1,497,0.8005844,0.8001072
1,498,0.8005862,0.800108
1,499,0.8005894,0.8001104
1,500,0.8005926,0.800111
1,501,0.8005946,0.800113
1,502,0.8005974,0.8001144
1,503,0.800599,0.8001166
1,504,0.8006002,0.8001132
1,505,0.8006022,0.800116
1,506,0.8006062,0.8001174
1,507,0.8006074,0.8001208
1,508,0.8006098,0.800124
1,509,0.800612,0.8001272
1,510,0.8006134,0.8001268
1,511,0.8006182,0.8001284
1,512,0.800618,0.8001324
1,513,0.8006212,0.8001336
1,514,0.8006224,0.8001366
1,515,0.8006244,0.8001382
1,516,0.8006284,0.8001402
1,517,0.800631,0.8001392
1,518,0.8006328,0.8001444
1,519,0.8006346,0.8001478
1,520,0.8006358,0.8001504
1,521,0.8006374,0.8001486
1,522,0.8006408,0.8001506
1,523,0.8006412,0.8001534
1,524,0.8006428,0.8001554
1,525,0.8006448,0.8001594
1,526,0.800644,0.800159
1,527,0.800647,0.8001604
1,528,0.8006496,0.8001636
1,529,0.8006532,0.8001646
1,530,0.8006532,0.8001654
1,531,0.8006574,0.8001684
1,532,0.8006582,0.8001702
1,533,0.8006604,0.8001702
1,534,0.8006628,0.8001704
1,535,0.8006642,0.8001742
1,536,0.8006674,0.8001754
1,537,0.80067,0.800175
1,538,0.800673,0.800179
1,539,0.8006754,0.8001792
1,540,0.8006782,0.800178
1,541,0.8006798,0.800179
1,542,0.800683,0.800183
1,543,0.800684,0.8001842
1,544,0.8006846,0.8001868
1,545,0.8006858,0.8001876
1,546,0.8006876,0.8001872
1,547,0.8006892,0.8001892
1,548,0.8006908,0.80019
1,549,0.8006914,0.800191
1,550,0.8006924,0.800194
1,551,0.800693,0.8001954
1,552,0.8006952,0.8001944
1,553,0.8006974,0.8002012
1,554,0.8006986,0.8002002
1,555,0.8007028,0.800204
1,556,0.800705,0.8002062
1,557,0.800705,0.8002046
1,558,0.8007086,0.8002076
1,559,0.8007102,0.8002078
1,560,0.8007114,0.8002112
1,561,0.8007146,0.8002108
1,562,0.8007146,0.800211
1,563,0.8007196,0.8002148
1,564,0.8007224,0.8002164
1,565,0.8007218,0.8002136
1,566,0.8007222,0.8002154
1,567,0.8007236,0.8002144
1,568,0.8007248,0.8002152
1,569,0.8007272,0.8002164
1,570,0.8007276,0.8002176
1,571,0.800729,0.8002188
1,572,0.800729,0.8002176
1,573,0.8007294,0.8002192
1,574,0.8007316,0.8002188
1,575,0.8007342,0.8002234
1,576,0.8007366,0.800225
1,577,0.8007368,0.8002268
1,578,0.8007392,0.8002294
1,579,0.8007404,0.8002286
1,580,0.8007424,0.8002312
1,581,0.8007444,0.8002342
1,582,0.8007446,0.8002316
1,583,0.8007444,0.8002358
1,584,0.800746,0.8002348
1,585,0.800749,0.800237
1,586,0.8007482,0.8002382
1,587,0.8007502,0.8002388
1,588,0.8007514,0.8002422
1,589,0.8007534,0.8002452
1,590,0.8007564,0.8002442
1,591,0.800758,0.8002474
1,592,0.8007606,0.8002478
1,593,0.8007612,0.8002484
1,594,0.8007624,0.8002492
1,595,0.8007634,0.800249
1,596,0.8007638,0.8002484
1,597,0.8007666,0.8002486
1,598,0.8007674,0.800252
1,599,0.8007682,0.8002532
1,600,0.8007688,0.8002538
1,601,0.8007722,0.8002562
1,602,0.8007722,0.8002568
1,603,0.8007734,0.8002586
1,604,0.8007754,0.8002604
1,605,0.8007768,0.8002634
1,606,0.8007788,0.800263
1,607,0.8007798,0.8002642
1,608,0.8007816,0.800261
1,609,0.800783,0.8002648
1,610,0.8007852,0.8002666
1,611,0.8007854,0.8002664
1,612,0.8007874,0.8002684
1,613,0.8007884,0.8002686
1,614,0.800791,0.80027
1,615,0.8007912,0.8002696
1,616,0.800792,0.8002726
1,617,0.8007934,0.8002732
1,618,0.8007962,0.8002752
1,619,0.8008,0.8002774
1,620,0.8008,0.8002806
1,621,0.8008022,0.8002794
1,622,0.800803,0.800279
1,623,0.8008038,0.8002816
1,624,0.800805,0.8002846
1,625,0.8008072,0.8002842
1,626,0.8008088,0.8002834
1,627,0.8008104,0.8002864
1,628,0.800809,0.8002886
1,629,0.8008106,0.8002894
1,630,0.8008132,0.8002908
1,631,0.8008148,0.8002916
1,632,0.8008164,0.8002956
1,633,0.800818,0.8002928
1,634,0.8008186,0.8002928
1,635,0.8008194,0.800297
1,636,0.800821,0.800298
1,637,0.800824,0.8002996
1,638,0.800825,0.8002998
1,639,0.8008268,0.8003024
1,640,0.800828,0.8003042
1,641,0.8008296,0.8003054
1,642,0.8008304,0.8003048
1,643,0.8008328,0.800305
1,644,0.8008338,0.8003068
1,645,0.8008348,0.8003066
1,646,0.8008394,0.8003078
1,647,0.800838,0.8003078
1,648,0.80084,0.8003074
1,649,0.8008404,0.8003094
1,650,0.800844,0.800313
1,651,0.8008442,0.800314
1,652,0.8008462,0.8003158
1,653,0.8008466,0.8003152
1,654,0.8008476,0.8003174
1,655,0.8008482,0.8003152
1,656,0.8008492,0.8003172
1,657,0.8008492,0.8003182
1,658,0.8008508,0.800318
1,659,0.8008516,0.8003188
1,660,0.8008546,0.8003204
1,661,0.800855,0.8003238
1,662,0.800855,0.8003236
1,663,0.8008566,0.800329
1,664,0.8008596,0.800328
1,665,0.8008606,0.8003276
1,666,0.8008604,0.8003266
1,667,0.8008622,0.8003278
1,668,0.8008618,0.8003268
1,669,0.8008648,0.8003306
1,670,0.8008658,0.8003314
1,671,0.8008684,0.8003324
1,672,0.8008692,0.8003346
1,673,0.8008718,0.8003356
1,674,0.800873,0.8003388
1,675,0.8008738,0.8003404
1,676,0.8008762,0.800341
1,677,0.8008772,0.8003448
1,678,0.8008784,0.8003444
1,679,0.800879,0.8003446
1,680,0.8008802,0.8003432
1,681,0.8008824,0.800347
1,682,0.8008828,0.8003492
1,683,0.8008826,0.8003488
1,684,0.8008834,0.8003486
1,685,0.8008842,0.8003492
1,686,0.8008852,0.80035
1,687,0.8008862,0.8003496
1,688,0.8008862,0.8003502
1,689,0.800889,0.800352
1,690,0.8008894,0.8003556
1,691,0.8008912,0.8003546
1,692,0.800892,0.8003558
1,693,0.8008944,0.8003564
1,694,0.8008956,0.8003598
1,695,0.800896,0.8003604
1,696,0.800896,0.8003616
1,697,0.8008994,0.8003608
1,698,0.8008988,0.8003638
1,699,0.8009006,0.800363
1,700,0.800903,0.8003638
1,701,0.8009042,0.8003666
1,702,0.8009052,0.8003668
1,703,0.8009062,0.8003668
1,704,0.8009084,0.800368
1,705,0.8009104,0.8003692
1,706,0.8009114,0.800368
1,707,0.8009112,0.8003698
1,708,0.800912,0.8003706
1,709,0.800913,0.8003724
1,710,0.8009144,0.8003734
1,711,0.8009166,0.8003764
1,712,0.800917,0.800378
1,713,0.8009188,0.8003778
1,714,0.8009204,0.8003784
1,715,0.8009218,0.8003764
1,716,0.8009208,0.800376
1,717,0.8009226,0.800379
1,718,0.8009244,0.8003808
1,719,0.8009256,0.8003822
1,720,0.800925,0.8003832
1,721,0.8009254,0.8003836
1,722,0.800927,0.8003846
1,723,0.800929,0.8003872
1,724,0.8009302,0.800386
1,725,0.8009322,0.800388
1,726,0.8009336,0.80039
1,727,0.8009338,0.8003916
1,728,0.8009356,0.8003898
1,729,0.8009364,0.8003926
1,730,0.8009392,0.800394
1,731,0.8009398,0.8003934
1,732,0.80094,0.800393
1,733,0.8009408,0.8003918
1,734,0.8009432,0.8003906
1,735,0.800943,0.8003926
1,736,0.8009458,0.800395
1,737,0.8009466,0.8003944
1,738,0.800948,0.8003972
1,739,0.8009492,0.8003986
1,740,0.8009498,0.8004012
1,741,0.8009516,0.8004008
1,742,0.8009522,0.800399
1,743,0.8009526,0.800399
1,744,0.8009538,0.800399
1,745,0.8009548,0.8003982
1,746,0.8009552,0.800399
1,747,0.8009568,0.8003994
1,748,0.800957,0.8004004
1,749,0.8009574,0.8003996
1,750,0.8009592,0.800402
1,751,0.8009622,0.800403
1,752,0.8009618,0.800403
1,753,0.800961,0.8004028
1,754,0.8009618,0.800402
1,755,0.8009646,0.800403
1,756,0.8009656,0.800404
1,757,0.800966,0.800404
1,758,0.8009666,0.8004058
1,759,0.800967,0.8004068
1,760,0.8009682,0.8004064
1,761,0.8009684,0.8004088
1,762,0.8009698,0.8004092
1,763,0.800972,0.800412
1,764,0.8009738,0.8004114
1,765,0.8009734,0.8004148
1,766,0.8009728,0.800414
1,767,0.800974,0.8004142
1,768,0.8009758,0.8004144
1,769,0.800975,0.8004142
1,770,0.8009764,0.8004136
1,771,0.8009784,0.8004154
1,772,0.8009786,0.8004156
1,773,0.8009792,0.8004148
1,774,0.8009804,0.8004168
1,775,0.8009806,0.8004174
1,776,0.8009834,0.8004196
1,777,0.8009848,0.8004178
1,778,0.8009856,0.800421
1,779,0.8009846,0.8004202
1,780,0.800987,0.800421
1,781,0.8009878,0.8004198
1,782,0.8009892,0.8004218
1,783,0.8009902,0.8004218
1,784,0.8009912,0.8004222
1,785,0.8009922,0.800423
1,786,0.8009948,0.8004252
1,787,0.8009946,0.8004264
1,788,0.8009962,0.8004282
1,789,0.8009958,0.8004292
1,790,0.8009988,0.8004304
1,791,0.8009998,0.8004316
1,792,0.8009998,0.8004308
1,793,0.8009996,0.8004318
1,794,0.8010006,0.8004316
1,795,0.801002,0.8004344
1,796,0.8010036,0.800432
1,797,0.801005,0.8004334
1,798,0.8010042,0.8004316
1,799,0.8010062,0.8004344
1,800,0.801007,0.8004338
1,801,0.801007,0.8004326
1,802,0.8010082,0.800434
1,803,0.8010084,0.8004374
1,804,0.801009,0.8004352
1,805,0.8010108,0.8004344
1,806,0.8010108,0.8004344
1,807,0.8010128,0.8004356
1,808,0.801013,0.8004364
1,809,0.8010152,0.800436
1,810,0.8010142,0.8004366
1,811,0.8010158,0.8004392
1,812,0.8010168,0.800438
1,813,0.8010178,0.8004392
1,814,0.8010204,0.8004388
1,815,0.8010212,0.800438
1,816,0.8010214,0.8004382
1,817,0.8010214,0.8004388
1,818,0.8010232,0.8004388
1,819,0.8010242,0.8004398
1,820,0.8010248,0.800441
1,821,0.801026,0.8004416
1,822,0.8010266,0.8004418
1,823,0.8010278,0.8004428
1,824,0.801028,0.800443
1,825,0.8010292,0.8004444
1,826,0.8010296,0.8004442
1,827,0.8010316,0.8004444
1,828,0.801033,0.800446
1,829,0.8010334,0.8004456
1,830,0.8010346,0.800445
1,831,0.8010352,0.8004456
1,832,0.801037,0.8004458
1,833,0.8010354,0.800446
1,834,0.801037,0.8004466
1,835,0.801038,0.8004488
1,836,0.8010392,0.8004498
1,837,0.8010414,0.8004516
1,838,0.8010416,0.8004516
1,839,0.8010434,0.8004528
1,840,0.8010432,0.800454
1,841,0.8010432,0.8004522
1,842,0.8010454,0.8004546
1,843,0.8010454,0.8004532
1,844,0.8010458,0.8004558
1,845,0.8010468,0.8004556
1,846,0.8010482,0.8004582
1,847,0.8010484,0.8004578
1,848,0.8010496,0.8004596
1,849,0.80105,0.8004588
1,850,0.8010512,0.800461
1,851,0.8010528,0.800462
1,852,0.801053,0.8004628
1,853,0.8010548,0.8004634
1,854,0.8010554,0.8004652
1,855,0.8010572,0.8004656
1,856,0.8010578,0.8004676
1,857,0.8010586,0.8004686
1,858,0.8010598,0.8004668
1,859,0.8010604,0.8004676
1,860,0.8010608,0.8004694
1,861,0.8010606,0.8004678
1,862,0.8010608,0.800469
1,863,0.8010636,0.80047
1,864,0.8010636,0.8004728
1,865,0.8010648,0.8004734
1,866,0.801066,0.8004728
1,867,0.8010672,0.8004738
1,868,0.8010674,0.8004752
1,869,0.8010688,0.8004758
1,870,0.8010696,0.8004766
1,871,0.8010696,0.8004754
1,872,0.80107,0.8004762
1,873,0.8010708,0.8004754
1,874,0.8010706,0.800477
1,875,0.8010728,0.8004776
1,876,0.8010732,0.8004788
1,877,0.801075,0.8004804
1,878,0.8010758,0.800481
1,879,0.8010762,0.8004814
1,880,0.8010772,0.8004824
1,881,0.8010774,0.8004824
1,882,0.8010786,0.8004818
1,883,0.8010788,0.8004826
1,884,0.8010796,0.8004836
1,885,0.8010808,0.800483
1,886,0.8010814,0.8004838
1,887,0.8010826,0.8004848
1,888,0.801083,0.8004846
1,889,0.8010842,0.8004866
1,890,0.8010844,0.800488
1,891,0.8010858,0.8004886
1,892,0.8010868,0.800488
1,893,0.8010866,0.8004882
1,894,0.8010866,0.800488
