"max_depth","iter","train_auc_mean","test_auc_mean"
1,895,0.8010882,0.8004898
1,896,0.8010894,0.8004906
1,897,0.8010904,0.8004906
1,898,0.80109,0.8004914
1,899,0.8010904,0.8004908
1,900,0.8010922,0.8004918
1,901,0.8010928,0.8004924
1,902,0.8010932,0.8004924
1,903,0.8010942,0.8004928
1,904,0.8010952,0.800493
1,905,0.8010958,0.8004942
1,906,0.8010966,0.8004954
1,907,0.801097,0.800495
1,908,0.8010988,0.8004972
1,909,0.8010986,0.8004956
1,910,0.8011,0.8004968
1,911,0.8011002,0.8004944
1,912,0.8010996,0.8004942
1,913,0.801102,0.8004966
1,914,0.8011018,0.8004954
1,915,0.8011012,0.8004974
1,916,0.8011032,0.800498
1,917,0.8011036,0.8004954
1,918,0.8011052,0.8004978
1,919,0.8011056,0.800498
1,920,0.8011068,0.800499
1,921,0.801107,0.8004986
1,922,0.8011084,0.8005002
1,923,0.801109,0.800501
1,924,0.8011096,0.8005016
1,925,0.8011098,0.8005026
1,926,0.801111,0.800504
1,927,0.8011104,0.8005032
1,928,0.8011122,0.8005042
1,929,0.8011134,0.8005056
1,930,0.8011122,0.800507
1,931,0.8011142,0.8005086
1,932,0.8011138,0.8005086
1,933,0.8011156,0.8005086
1,934,0.801116,0.80051
1,935,0.8011168,0.8005088
1,936,0.8011176,0.8005098
1,937,0.8011186,0.8005098
1,938,0.8011188,0.8005112
1,939,0.8011208,0.8005106
1,940,0.8011202,0.8005138
1,941,0.8011222,0.800513
1,942,0.8011222,0.8005148
1,943,0.8011236,0.800515
1,944,0.801124,0.8005162
1,945,0.8011246,0.8005154
1,946,0.8011272,0.8005176
1,947,0.8011262,0.800519
1,948,0.801128,0.8005192
1,949,0.8011286,0.8005204
1,950,0.8011298,0.8005216
1,951,0.8011312,0.8005214
1,952,0.8011312,0.800525
1,953,0.8011318,0.8005248
1,954,0.8011318,0.8005244
1,955,0.8011324,0.8005248
1,956,0.8011336,0.8005248
1,957,0.8011334,0.8005254
1,958,0.8011338,0.8005256
1,959,0.8011348,0.8005278
1,960,0.8011352,0.8005274
1,961,0.8011348,0.800526
1,962,0.8011348,0.800528
1,963,0.801135,0.8005282
1,964,0.8011358,0.8005286
1,965,0.8011358,0.800528
1,966,0.8011374,0.8005272
1,967,0.801137,0.8005274
1,968,0.801138,0.8005282
1,969,0.8011392,0.8005314
1,970,0.8011396,0.8005304
1,971,0.8011394,0.8005296
1,972,0.80114,0.8005296
1,973,0.8011402,0.8005296
1,974,0.8011422,0.8005292
1,975,0.8011412,0.8005298
1,976,0.801143,0.8005306
1,977,0.8011432,0.8005304
1,978,0.8011432,0.8005316
1,979,0.801145,0.800532
1,980,0.8011454,0.8005338
1,981,0.8011456,0.8005348
1,982,0.8011462,0.8005348
1,983,0.8011476,0.8005346
1,984,0.801148,0.800536
1,985,0.8011494,0.8005364
1,986,0.8011504,0.8005364
1,987,0.8011504,0.8005366
1,988,0.8011508,0.8005368
1,989,0.8011514,0.8005374
1,990,0.8011514,0.8005394
1,991,0.8011522,0.8005404
1,992,0.8011524,0.8005396
1,993,0.801153,0.8005412
1,994,0.801154,0.800541
1,995,0.8011548,0.8005412
1,996,0.8011554,0.8005414
1,997,0.8011562,0.8005416
1,998,0.8011576,0.8005418
1,999,0.8011578,0.8005422
1,1000,0.8011584,0.8005402
1,1001,0.8011592,0.8005412
1,1002,0.8011584,0.8005414
1,1003,0.8011598,0.8005424
1,1004,0.8011602,0.800543
1,1005,0.8011608,0.800545
1,1006,0.8011618,0.8005452
1,1007,0.8011632,0.800545
1,1008,0.8011628,0.800545
1,1009,0.8011636,0.800546
1,1010,0.8011652,0.8005466
1,1011,0.8011658,0.8005476
1,1012,0.8011664,0.8005476
1,1013,0.8011664,0.8005498
1,1014,0.8011676,0.8005486
1,1015,0.8011684,0.8005516
1,1016,0.8011688,0.800552
1,1017,0.801169,0.8005528
1,1018,0.8011702,0.8005524
1,1019,0.8011698,0.8005534
1,1020,0.8011714,0.8005526
1,1021,0.8011716,0.8005526
1,1022,0.8011724,0.8005536
1,1023,0.8011732,0.8005542
1,1024,0.8011744,0.8005528
1,1025,0.8011748,0.800553
1,1026,0.8011752,0.8005538
1,1027,0.8011756,0.800555
1,1028,0.801176,0.8005552
1,1029,0.8011774,0.800556
1,1030,0.8011766,0.8005558
1,1031,0.8011792,0.800558
1,1032,0.80118,0.800558
1,1033,0.80118,0.8005586
1,1034,0.8011812,0.8005584
1,1035,0.8011818,0.8005614
1,1036,0.8011808,0.8005616
1,1037,0.8011824,0.800562
1,1038,0.8011828,0.8005624
1,1039,0.8011842,0.8005626
1,1040,0.8011838,0.8005628
1,1041,0.8011852,0.8005626
1,1042,0.8011848,0.8005624
1,1043,0.8011864,0.8005628
1,1044,0.8011868,0.8005612
1,1045,0.8011866,0.800562
1,1046,0.8011874,0.8005634
1,1047,0.801188,0.800564
1,1048,0.8011884,0.8005638
1,1049,0.801188,0.8005638
1,1050,0.8011898,0.8005658
1,1051,0.8011902,0.8005654
1,1052,0.8011912,0.8005668
1,1053,0.8011916,0.8005664
1,1054,0.8011932,0.8005668
1,1055,0.8011938,0.8005682
1,1056,0.8011946,0.8005678
1,1057,0.801195,0.8005694
1,1058,0.8011952,0.8005694
1,1059,0.8011964,0.8005704
1,1060,0.8011954,0.8005684
1,1061,0.8011958,0.8005658
1,1062,0.8011974,0.8005674
1,1063,0.8011976,0.8005668
1,1064,0.8011984,0.8005686
1,1065,0.801198,0.8005682
1,1066,0.8011986,0.8005694
1,1067,0.801199,0.8005692
1,1068,0.8012002,0.8005714
1,1069,0.8012006,0.8005706
1,1070,0.8012008,0.8005728
1,1071,0.8012008,0.8005718
1,1072,0.8012004,0.8005732
1,1073,0.8012026,0.8005738
1,1074,0.8012026,0.800574
1,1075,0.8012034,0.8005746
1,1076,0.8012032,0.8005756
1,1077,0.8012048,0.8005772
1,1078,0.8012048,0.8005774
1,1079,0.801206,0.800576
1,1080,0.8012058,0.800576
1,1081,0.8012068,0.8005762
1,1082,0.8012076,0.8005774
1,1083,0.801207,0.8005764
1,1084,0.8012082,0.8005772
1,1085,0.8012084,0.8005762
1,1086,0.801208,0.8005772
1,1087,0.8012096,0.8005768
1,1088,0.8012098,0.8005772
1,1089,0.8012116,0.8005766
1,1090,0.801211,0.8005776
1,1091,0.8012118,0.800577
1,1092,0.8012116,0.800577
1,1093,0.801214,0.8005772
1,1094,0.8012132,0.8005784
1,1095,0.801215,0.8005806
1,1096,0.8012146,0.8005824
1,1097,0.8012156,0.8005822
1,1098,0.8012164,0.8005818
1,1099,0.8012186,0.8005832
1,1100,0.8012172,0.8005846
1,1101,0.801218,0.8005838
1,1102,0.8012188,0.8005836
1,1103,0.8012196,0.8005842
1,1104,0.8012196,0.8005836
1,1105,0.8012206,0.8005862
1,1106,0.8012208,0.8005852
1,1107,0.8012214,0.8005866
1,1108,0.8012226,0.8005866
1,1109,0.801222,0.8005888
1,1110,0.801224,0.8005868
1,1111,0.8012246,0.8005878
1,1112,0.8012254,0.8005864
1,1113,0.8012252,0.8005878
1,1114,0.8012262,0.800588
1,1115,0.8012272,0.8005878
1,1116,0.8012268,0.8005886
1,1117,0.8012282,0.8005878
1,1118,0.8012288,0.8005892
1,1119,0.801229,0.8005892
1,1120,0.8012298,0.8005912
1,1121,0.8012298,0.8005894
1,1122,0.8012308,0.8005906
1,1123,0.8012306,0.8005904
1,1124,0.8012306,0.8005914
1,1125,0.801231,0.8005898
1,1126,0.8012316,0.8005912
1,1127,0.8012324,0.8005918
1,1128,0.801233,0.8005932
1,1129,0.801234,0.8005936
1,1130,0.8012338,0.800592
1,1131,0.801235,0.8005922
1,1132,0.8012352,0.8005932
1,1133,0.801236,0.8005926
1,1134,0.801236,0.8005934
1,1135,0.8012376,0.8005926
1,1136,0.8012372,0.800593
1,1137,0.8012384,0.800594
1,1138,0.8012384,0.8005954
1,1139,0.8012398,0.800596
1,1140,0.8012396,0.800598
1,1141,0.8012404,0.8005974
1,1142,0.801241,0.8005958
1,1143,0.8012414,0.8005974
1,1144,0.8012422,0.8005958
1,1145,0.801243,0.8005982
1,1146,0.8012442,0.8005966
1,1147,0.8012442,0.800598
1,1148,0.8012448,0.800598
1,1149,0.8012454,0.8005982
1,1150,0.8012452,0.8005988
1,1151,0.8012468,0.8005994
1,1152,0.8012466,0.800599
1,1153,0.8012466,0.8005988
1,1154,0.801247,0.8005992
1,1155,0.8012478,0.8006004
1,1156,0.8012476,0.8006006
1,1157,0.8012492,0.8006016
1,1158,0.8012492,0.8006024
1,1159,0.801249,0.8006026
1,1160,0.80125,0.8006042
1,1161,0.8012504,0.8006026
1,1162,0.801251,0.8006038
1,1163,0.8012512,0.8006032
1,1164,0.801252,0.8006034
1,1165,0.8012528,0.8006048
1,1166,0.8012534,0.8006048
1,1167,0.8012534,0.8006042
1,1168,0.8012542,0.8006042
1,1169,0.801254,0.8006054
1,1170,0.8012552,0.8006064
1,1171,0.8012556,0.8006072
1,1172,0.8012562,0.8006068
1,1173,0.8012558,0.8006092
1,1174,0.801257,0.800609
1,1175,0.8012572,0.80061
1,1176,0.8012572,0.8006108
1,1177,0.8012578,0.800611
1,1178,0.8012588,0.8006106
1,1179,0.8012592,0.8006116
1,1180,0.8012602,0.8006102
1,1181,0.8012608,0.800612
1,1182,0.8012616,0.8006116
1,1183,0.801262,0.8006122
1,1184,0.8012624,0.800612
1,1185,0.8012636,0.8006136
1,1186,0.8012628,0.8006132
1,1187,0.8012634,0.8006132
1,1188,0.8012634,0.8006128
1,1189,0.8012654,0.8006134
1,1190,0.8012652,0.8006126
1,1191,0.8012664,0.8006144
1,1192,0.801266,0.8006134
1,1193,0.8012666,0.8006154
1,1194,0.8012668,0.8006136
1,1195,0.8012674,0.800614
1,1196,0.8012674,0.8006136
1,1197,0.801267,0.800614
1,1198,0.8012678,0.800615
1,1199,0.8012686,0.8006142
1,1200,0.801269,0.8006136
1,1201,0.8012696,0.800615
1,1202,0.8012698,0.800615
1,1203,0.8012706,0.8006148
1,1204,0.8012712,0.8006146
1,1205,0.8012724,0.8006154
1,1206,0.8012718,0.800617
1,1207,0.801273,0.800616
1,1208,0.801274,0.8006178
1,1209,0.8012756,0.8006176
1,1210,0.8012756,0.800618
1,1211,0.8012756,0.800619
1,1212,0.8012764,0.8006188
1,1213,0.8012762,0.8006194
1,1214,0.8012764,0.8006202
1,1215,0.8012768,0.80062
1,1216,0.8012758,0.8006196
1,1217,0.8012766,0.8006212
1,1218,0.801277,0.8006212
1,1219,0.801278,0.800622
1,1220,0.8012786,0.8006242
1,1221,0.8012786,0.8006238
1,1222,0.8012798,0.8006256
1,1223,0.8012806,0.800626
1,1224,0.8012804,0.800627
1,1225,0.8012816,0.8006258
1,1226,0.8012806,0.800627
1,1227,0.8012818,0.8006258
1,1228,0.8012816,0.8006272
1,1229,0.801282,0.8006274
1,1230,0.801283,0.8006286
1,1231,0.801283,0.8006286
1,1232,0.801284,0.800629
1,1233,0.8012832,0.8006292
1,1234,0.8012852,0.8006294
1,1235,0.8012842,0.8006284
1,1236,0.8012858,0.8006298
1,1237,0.8012856,0.8006298
1,1238,0.8012866,0.80063
1,1239,0.8012868,0.8006304
1,1240,0.8012878,0.8006308
1,1241,0.8012882,0.80063
1,1242,0.8012882,0.8006314
1,1243,0.801289,0.8006304
1,1244,0.8012886,0.8006326
1,1245,0.8012888,0.8006316
1,1246,0.801288,0.8006308
1,1247,0.8012886,0.8006306
1,1248,0.8012902,0.800632
1,1249,0.8012902,0.8006332
1,1250,0.8012912,0.8006326
1,1251,0.8012916,0.8006318
1,1252,0.801292,0.8006324
1,1253,0.8012916,0.8006332
1,1254,0.801293,0.8006354
1,1255,0.8012928,0.800635
1,1256,0.8012938,0.8006356
1,1257,0.8012934,0.8006354
1,1258,0.801294,0.8006356
1,1259,0.8012946,0.800636
1,1260,0.8012952,0.8006362
1,1261,0.801295,0.8006372
1,1262,0.801295,0.8006356
1,1263,0.8012956,0.8006372
1,1264,0.801296,0.8006366
1,1265,0.8012962,0.8006378
1,1266,0.8012962,0.8006368
1,1267,0.8012978,0.8006376
1,1268,0.8012984,0.8006368
1,1269,0.8012998,0.800637
1,1270,0.8013008,0.8006374
1,1271,0.8013006,0.8006388
1,1272,0.801301,0.8006394
1,1273,0.8013022,0.8006386
1,1274,0.8013024,0.800639
1,1275,0.8013036,0.8006398
1,1276,0.8013038,0.8006404
1,1277,0.8013044,0.8006412
1,1278,0.8013052,0.8006422
1,1279,0.8013056,0.8006402
1,1280,0.801306,0.8006412
1,1281,0.8013068,0.8006408
1,1282,0.801307,0.8006434
1,1283,0.801306,0.800641
1,1284,0.8013076,0.8006416
1,1285,0.801307,0.8006412
1,1286,0.8013082,0.8006406
1,1287,0.8013082,0.8006414
1,1288,0.8013092,0.8006412
1,1289,0.8013084,0.8006408
1,1290,0.8013106,0.800642
1,1291,0.8013102,0.800641
1,1292,0.8013098,0.8006416
1,1293,0.8013114,0.8006414
1,1294,0.8013128,0.8006422
1,1295,0.8013122,0.8006426
1,1296,0.8013134,0.8006426
1,1297,0.8013138,0.8006428
1,1298,0.8013148,0.8006422
1,1299,0.8013146,0.800643
1,1300,0.801316,0.8006416
1,1301,0.8013146,0.8006416
1,1302,0.8013164,0.8006406
1,1303,0.8013158,0.8006412
1,1304,0.8013174,0.8006418
1,1305,0.801317,0.8006424
1,1306,0.8013178,0.8006428
1,1307,0.8013172,0.8006426
1,1308,0.8013186,0.8006422
1,1309,0.8013188,0.8006432
1,1310,0.8013194,0.800644
1,1311,0.8013202,0.8006446
1,1312,0.8013198,0.8006438
1,1313,0.8013208,0.800644
1,1314,0.8013208,0.8006452
1,1315,0.8013214,0.8006452
1,1316,0.8013212,0.800645
1,1317,0.8013224,0.8006466
1,1318,0.8013228,0.8006464
1,1319,0.8013234,0.8006476
1,1320,0.8013232,0.8006482
1,1321,0.8013242,0.800648
1,1322,0.8013236,0.8006474
1,1323,0.8013248,0.8006488
1,1324,0.8013252,0.8006498
1,1325,0.8013244,0.80065
1,1326,0.8013256,0.800651
1,1327,0.801327,0.8006504
1,1328,0.8013282,0.8006516
1,1329,0.8013266,0.8006508
1,1330,0.801329,0.8006524
1,1331,0.8013292,0.8006518
1,1332,0.80133,0.8006524
1,1333,0.8013298,0.8006526
1,1334,0.8013304,0.8006524
1,1335,0.8013308,0.800652
1,1336,0.8013312,0.8006528
1,1337,0.80133,0.8006524
1,1338,0.8013326,0.8006528
1,1339,0.8013326,0.8006528
1,1340,0.801333,0.8006514
1,1341,0.8013332,0.8006524
1,1342,0.801333,0.8006532
1,1343,0.801334,0.800654
1,1344,0.8013346,0.8006546
1,1345,0.8013354,0.8006524
1,1346,0.8013354,0.8006546
1,1347,0.8013356,0.8006546
1,1348,0.8013358,0.8006558
1,1349,0.8013358,0.8006544
1,1350,0.8013362,0.8006554
1,1351,0.8013368,0.8006548
1,1352,0.8013376,0.8006552
1,1353,0.8013384,0.8006538
1,1354,0.8013386,0.8006562
1,1355,0.8013378,0.8006546
1,1356,0.8013396,0.8006572
1,1357,0.8013394,0.800656
1,1358,0.8013402,0.8006592
1,1359,0.801341,0.800657
1,1360,0.8013414,0.800659
1,1361,0.8013418,0.8006584
1,1362,0.8013418,0.8006586
1,1363,0.8013428,0.8006586
1,1364,0.8013428,0.80066
1,1365,0.8013442,0.8006588
1,1366,0.8013432,0.8006602
1,1367,0.801344,0.8006598
1,1368,0.8013444,0.80066
1,1369,0.8013452,0.8006604
1,1370,0.8013452,0.8006596
1,1371,0.8013456,0.8006608
1,1372,0.8013458,0.8006606
1,1373,0.801347,0.8006606
1,1374,0.8013472,0.8006606
1,1375,0.8013478,0.8006604
1,1376,0.8013476,0.8006622
1,1377,0.801348,0.8006614
1,1378,0.801348,0.8006624
1,1379,0.8013478,0.8006628
1,1380,0.801349,0.8006616
1,1381,0.8013494,0.8006636
1,1382,0.8013506,0.8006622
1,1383,0.8013504,0.8006636
1,1384,0.8013514,0.8006638
1,1385,0.8013514,0.8006646
1,1386,0.8013518,0.800665
1,1387,0.801352,0.8006648
1,1388,0.8013528,0.8006662
1,1389,0.8013524,0.8006646
1,1390,0.8013542,0.8006658
1,1391,0.8013542,0.8006644
1,1392,0.8013544,0.8006664
1,1393,0.8013538,0.8006662
1,1394,0.801355,0.800667
1,1395,0.8013552,0.8006668
1,1396,0.801356,0.800667
1,1397,0.8013558,0.800667
1,1398,0.8013566,0.8006684
1,1399,0.8013568,0.8006688
1,1400,0.8013576,0.8006694
1,1401,0.8013576,0.8006694
1,1402,0.8013576,0.8006714
1,1403,0.801359,0.8006696
1,1404,0.8013596,0.8006702
1,1405,0.8013602,0.80067
1,1406,0.80136,0.800671
1,1407,0.80136,0.8006704
1,1408,0.8013604,0.8006718
1,1409,0.8013608,0.800672
1,1410,0.8013614,0.8006724
1,1411,0.8013624,0.8006734
1,1412,0.8013624,0.8006734
1,1413,0.8013624,0.8006744
1,1414,0.801363,0.8006738
1,1415,0.8013634,0.8006732
1,1416,0.8013638,0.8006734
1,1417,0.801364,0.800674
1,1418,0.801364,0.8006742
1,1419,0.8013654,0.8006736
1,1420,0.801365,0.8006732
1,1421,0.8013662,0.8006736
1,1422,0.8013668,0.800673
1,1423,0.8013662,0.8006734
1,1424,0.8013668,0.800672
1,1425,0.8013662,0.8006728
1,1426,0.801367,0.800672
1,1427,0.8013674,0.8006732
1,1428,0.8013684,0.8006716
1,1429,0.8013676,0.8006724
1,1430,0.8013686,0.8006736
1,1431,0.8013686,0.8006738
1,1432,0.8013694,0.800674
1,1433,0.8013696,0.8006734
1,1434,0.8013692,0.8006738
1,1435,0.80137,0.8006748
1,1436,0.8013704,0.8006744
1,1437,0.8013714,0.800675
1,1438,0.8013724,0.8006754
1,1439,0.8013728,0.8006764
1,1440,0.8013722,0.8006744
1,1441,0.8013734,0.8006758
1,1442,0.8013736,0.8006756
1,1443,0.8013746,0.8006766
1,1444,0.8013732,0.8006752
1,1445,0.8013744,0.8006766
1,1446,0.8013746,0.8006766
1,1447,0.8013744,0.8006756
1,1448,0.801376,0.800677
1,1449,0.8013764,0.800678
1,1450,0.8013756,0.8006782
1,1451,0.8013772,0.800679
1,1452,0.8013772,0.80068
1,1453,0.8013772,0.8006784
1,1454,0.8013762,0.8006786
1,1455,0.8013774,0.8006816
1,1456,0.8013768,0.8006792
1,1457,0.8013778,0.8006812
1,1458,0.801379,0.8006812
1,1459,0.8013802,0.8006818
1,1460,0.8013796,0.8006822
1,1461,0.8013802,0.800682
1,1462,0.8013804,0.8006828
1,1463,0.8013814,0.8006826
1,1464,0.8013814,0.800684
1,1465,0.8013816,0.8006844
1,1466,0.8013832,0.800683
1,1467,0.8013826,0.8006842
1,1468,0.8013834,0.8006848
1,1469,0.801383,0.8006846
1,1470,0.8013842,0.8006836
1,1471,0.8013836,0.8006848
1,1472,0.8013844,0.8006838
1,1473,0.8013846,0.800686
1,1474,0.8013854,0.8006844
1,1475,0.8013856,0.8006876
1,1476,0.8013868,0.8006864
1,1477,0.8013864,0.8006884
1,1478,0.8013868,0.8006862
1,1479,0.8013872,0.8006862
1,1480,0.8013876,0.8006868
1,1481,0.8013874,0.8006886
1,1482,0.8013882,0.800688
1,1483,0.8013884,0.800688
1,1484,0.8013896,0.8006886
1,1485,0.8013892,0.8006896
1,1486,0.8013896,0.8006896
1,1487,0.8013892,0.8006904
1,1488,0.8013904,0.800689
1,1489,0.8013908,0.800691
1,1490,0.8013912,0.8006898
1,1491,0.8013916,0.80069
1,1492,0.8013922,0.8006886
1,1493,0.8013922,0.8006906
1,1494,0.8013928,0.8006898
1,1495,0.801393,0.8006896
1,1496,0.8013934,0.8006902
1,1497,0.8013938,0.8006896
1,1498,0.801394,0.8006904
1,1499,0.801394,0.80069
1,1500,0.8013952,0.8006908
1,1501,0.8013948,0.8006908
1,1502,0.8013948,0.8006926
1,1503,0.8013956,0.8006912
1,1504,0.8013956,0.8006914
1,1505,0.8013958,0.8006918
1,1506,0.8013966,0.800693
1,1507,0.8013972,0.8006926
1,1508,0.8013968,0.8006948
1,1509,0.8013966,0.8006936
1,1510,0.8013976,0.800695
1,1511,0.8013982,0.8006944
1,1512,0.801398,0.8006948
1,1513,0.8013978,0.8006958
1,1514,0.8013986,0.8006958
1,1515,0.8013986,0.8006962
1,1516,0.8013998,0.8006962
1,1517,0.8013996,0.8006956
1,1518,0.8014004,0.8006972
1,1519,0.8014006,0.800697
1,1520,0.8014014,0.800698
1,1521,0.8014018,0.8006974
1,1522,0.8014022,0.800697
1,1523,0.801402,0.8006962
1,1524,0.8014024,0.800697
1,1525,0.8014026,0.8006964
1,1526,0.8014034,0.8006966
1,1527,0.8014038,0.8006968
1,1528,0.8014034,0.8006966
1,1529,0.801404,0.8006976
1,1530,0.801404,0.8006968
1,1531,0.8014048,0.800697
1,1532,0.8014046,0.8006976
1,1533,0.8014052,0.8006982
1,1534,0.8014052,0.800699
1,1535,0.8014066,0.8007
1,1536,0.8014064,0.8007008
1,1537,0.801407,0.8007004
1,1538,0.801407,0.800702
1,1539,0.8014076,0.8007004
1,1540,0.8014072,0.8007026
1,1541,0.8014078,0.8007018
1,1542,0.8014074,0.800702
1,1543,0.8014072,0.800701
1,1544,0.8014074,0.800703
1,1545,0.8014076,0.8007016
1,1546,0.801408,0.8007036
1,1547,0.8014086,0.800702
1,1548,0.8014092,0.800704
1,1549,0.8014102,0.8007028
1,1550,0.8014102,0.8007044
1,1551,0.801411,0.8007026
1,1552,0.8014114,0.800705
1,1553,0.8014116,0.800704
1,1554,0.8014124,0.8007052
1,1555,0.8014122,0.8007046
1,1556,0.8014132,0.800706
1,1557,0.8014128,0.8007054
1,1558,0.801414,0.8007064
1,1559,0.8014134,0.8007064
1,1560,0.8014146,0.800707
1,1561,0.8014142,0.8007074
1,1562,0.8014152,0.800709
1,1563,0.8014154,0.8007072
1,1564,0.801416,0.8007094
1,1565,0.8014164,0.800709
1,1566,0.8014162,0.80071
1,1567,0.8014176,0.80071
1,1568,0.8014178,0.80071
1,1569,0.8014176,0.80071
1,1570,0.8014188,0.8007104
1,1571,0.8014182,0.8007096
1,1572,0.80142,0.8007114
1,1573,0.801419,0.8007108
1,1574,0.8014202,0.8007108
1,1575,0.801421,0.8007102
1,1576,0.8014214,0.8007094
1,1577,0.8014214,0.8007102
1,1578,0.8014208,0.8007102
1,1579,0.8014228,0.800711
1,1580,0.8014226,0.8007106
1,1581,0.8014226,0.8007104
1,1582,0.8014234,0.8007098
1,1583,0.801423,0.8007092
1,1584,0.8014234,0.80071
1,1585,0.8014236,0.8007102
1,1586,0.8014244,0.800711
1,1587,0.8014242,0.800711
1,1588,0.8014248,0.8007106
1,1589,0.801425,0.8007098
1,1590,0.8014256,0.800711
1,1591,0.8014248,0.8007094
1,1592,0.8014254,0.80071
1,1593,0.8014258,0.8007102
1,1594,0.8014258,0.8007102
1,1595,0.801427,0.800711
1,1596,0.801426,0.800711
1,1597,0.801427,0.8007108
1,1598,0.8014262,0.8007098
1,1599,0.8014268,0.800709
1,1600,0.801427,0.8007106
1,1601,0.8014274,0.8007106
1,1602,0.801428,0.8007108
1,1603,0.8014288,0.8007114
1,1604,0.8014274,0.8007116
1,1605,0.8014284,0.8007122
1,1606,0.8014286,0.8007112
1,1607,0.8014292,0.800712
1,1608,0.8014294,0.8007114
1,1609,0.8014296,0.800712
1,1610,0.8014298,0.8007116
1,1611,0.8014302,0.8007114
1,1612,0.8014304,0.8007118
1,1613,0.801431,0.8007118
1,1614,0.8014314,0.8007122
1,1615,0.8014314,0.8007116
1,1616,0.801432,0.8007116
1,1617,0.8014322,0.8007116
1,1618,0.8014324,0.800712
1,1619,0.8014322,0.8007124
1,1620,0.8014328,0.8007112
1,1621,0.801433,0.800712
1,1622,0.8014334,0.8007118
1,1623,0.8014342,0.8007128
1,1624,0.8014338,0.8007118
1,1625,0.8014342,0.8007134
1,1626,0.801434,0.8007122
1,1627,0.8014344,0.8007128
1,1628,0.8014344,0.8007128
1,1629,0.8014352,0.8007138
1,1630,0.8014352,0.800713
1,1631,0.8014368,0.8007154
1,1632,0.8014362,0.8007142
1,1633,0.8014374,0.8007156
1,1634,0.8014364,0.8007144
1,1635,0.801438,0.8007152
1,1636,0.8014378,0.8007152
1,1637,0.801438,0.8007144
1,1638,0.801439,0.8007144
1,1639,0.8014382,0.8007146
1,1640,0.8014394,0.8007148
1,1641,0.8014404,0.8007152
1,1642,0.8014402,0.800715
1,1643,0.8014412,0.8007142
1,1644,0.8014408,0.8007144
1,1645,0.8014416,0.8007148
1,1646,0.8014412,0.8007152
1,1647,0.8014422,0.8007156
1,1648,0.8014422,0.8007164
1,1649,0.801443,0.8007158
1,1650,0.8014428,0.8007168
1,1651,0.8014426,0.8007156
1,1652,0.801444,0.8007174
1,1653,0.8014448,0.8007172
1,1654,0.8014444,0.8007188
1,1655,0.801445,0.8007178
1,1656,0.8014446,0.8007192
1,1657,0.8014458,0.8007196
1,1658,0.801445,0.8007186
1,1659,0.801446,0.80072
1,1660,0.8014462,0.8007192
1,1661,0.801446,0.8007204
1,1662,0.8014466,0.80072
1,1663,0.8014472,0.8007212
1,1664,0.8014468,0.8007202
1,1665,0.8014482,0.8007204
1,1666,0.8014474,0.8007208
1,1667,0.8014492,0.8007208
1,1668,0.8014486,0.8007232
1,1669,0.8014488,0.8007224
1,1670,0.8014496,0.800723
1,1671,0.8014492,0.800722
1,1672,0.80145,0.8007222
1,1673,0.8014494,0.8007216
1,1674,0.8014498,0.800723
1,1675,0.8014506,0.800722
1,1676,0.8014504,0.8007228
1,1677,0.8014512,0.8007228
1,1678,0.8014506,0.8007228
1,1679,0.8014512,0.8007238
1,1680,0.8014516,0.8007232
1,1681,0.801452,0.800724
1,1682,0.8014522,0.8007234
1,1683,0.8014526,0.8007242
1,1684,0.8014526,0.8007236
1,1685,0.801454,0.8007236
1,1686,0.8014528,0.8007238
1,1687,0.8014538,0.8007242
1,1688,0.8014534,0.8007254
1,1689,0.8014546,0.8007252
1,1690,0.8014538,0.800725
1,1691,0.801455,0.8007254
1,1692,0.8014542,0.800726
1,1693,0.801455,0.800725
1,1694,0.801455,0.8007266
1,1695,0.8014552,0.8007264
1,1696,0.801456,0.800728
1,1697,0.8014564,0.8007272
1,1698,0.8014564,0.8007276
1,1699,0.8014566,0.8007276
1,1700,0.8014572,0.8007278
1,1701,0.8014582,0.8007284
1,1702,0.801458,0.8007284
1,1703,0.8014576,0.8007296
1,1704,0.8014588,0.8007298
1,1705,0.8014592,0.8007304
1,1706,0.8014588,0.8007302
1,1707,0.8014594,0.80073
1,1708,0.8014592,0.8007308
1,1709,0.8014602,0.8007304
1,1710,0.8014596,0.8007298
1,1711,0.8014606,0.8007314
1,1712,0.8014602,0.8007316
1,1713,0.801461,0.8007312
1,1714,0.8014618,0.800732
1,1715,0.8014614,0.8007312
1,1716,0.8014618,0.8007322
1,1717,0.8014616,0.8007316
1,1718,0.8014614,0.800733
1,1719,0.8014626,0.800732
1,1720,0.8014626,0.8007328
1,1721,0.8014626,0.8007318
1,1722,0.8014624,0.8007324
1,1723,0.8014628,0.800731
1,1724,0.8014632,0.8007332
1,1725,0.8014636,0.8007318
1,1726,0.8014638,0.8007336
1,1727,0.8014642,0.8007322
1,1728,0.8014634,0.800733
1,1729,0.801465,0.800732
1,1730,0.8014648,0.8007322
1,1731,0.8014644,0.8007332
1,1732,0.8014654,0.8007332
1,1733,0.8014662,0.8007336
1,1734,0.801466,0.8007326
1,1735,0.8014666,0.8007336
1,1736,0.8014672,0.8007342
1,1737,0.8014668,0.8007356
1,1738,0.8014668,0.8007344
1,1739,0.8014666,0.8007356
1,1740,0.8014678,0.8007364
1,1741,0.8014678,0.8007348
